Drop_point,Shipment_Mode,Dosage_Form,Line_Item_Quantity,Line_Item_Value,Pack_Price,Unit_Price,Weight,Freight_Cost,Line_Item_Insurance,Delivery_Status,Pickup_Point
Nigeria,Air,Test kit,3053,271717.0,89.0,0.89,1240.0,20705.23,336.11,On time,
South Africa,Truck,Others,4,54.01,13.5,0.45,,,0.06,On time,India
Rwanda,Ocean,Others,7840,13720.0,1.75,0.01,2995.0,20193.21,19.24,On time,India
Nigeria,Air,Test kit,1620,51840.0,32.0,1.6,,,61.02,On time,
South Africa,Truck,Others,99,328.31,3.32,0.11,,,0.41,On time,India
South Sudan,Air,Test kit,450,14400.0,32.0,1.6,,,16.95,On time,
Zambia,Air,Test kit,1820,131040.0,72.0,0.72,,,256.84,On time,Others
South Africa,Truck,Tablet,1600,41783.61,26.11,0.44,,,81.9,On time,India
Uganda,Air,Tablet,100,3616.0,36.16,0.3,36.0,1084.27,7.8,On time,Others
Tanzania,Air,Test kit,450,14400.0,32.0,1.6,148.0,1938.15,23.76,On time,
Others,Air,Test kit,4484,358720.0,80.0,0.8,2134.0,32272.0,502.93,On time,
South Africa,Truck,Tablet,20,256.48,12.82,0.21,,,0.26,On time,India
South Africa,Air,Tablet,31680,147945.6,4.67,0.16,2970.0,4263.08,318.97,Delayed,India
Vietnam,Air,Tablet,368,4784.0,13.0,0.22,,,6.71,On time,Others
South Africa,Air,Tablet,26400,77088.0,2.92,0.05,3113.0,5159.33,166.2,On time,India
Vietnam,Air,Tablet,100,1574.0,15.74,0.26,10.0,3896.68,3.39,On time,Others
Vietnam,Air,Tablet - FDC,15284,145198.0,9.5,0.32,,,170.9,On time,India
South Africa,Air,Tablet,31680,147945.6,4.67,0.16,2970.0,4263.07,318.97,Delayed,India
South Africa,Air,Tablet,53916,251787.72,4.67,0.16,4561.0,6105.79,542.85,Delayed,India
Vietnam,Air,Others,18,3717.18,206.51,0.61,55.0,3785.84,8.01,On time,Others
Tanzania,Air,Others,264,8136.48,30.82,0.1,257.0,2160.36,10.06,On time,Others
Rwanda,Air,Test kit,369,11808.0,32.0,1.6,115.0,1729.95,12.14,On time,
Côte d'Ivoire,Air,Tablet - FDC,5320,268128.0,50.4,1.68,464.0,30.0,525.53,On time,Others
Ethiopia,Air,Test kit,27,864.0,32.0,1.6,10.0,490.23,1.21,On time,
Tanzania,Air,Test kit,2870,229600.0,80.0,0.8,1368.0,24308.25,321.9,On time,
Ethiopia,Air,Test kit,175,4287.5,24.5,24.5,1.0,1437.62,6.01,On time,Others
South Africa,Ocean,Others,27910,59169.2,2.12,0.01,10346.0,3961.7,97.63,On time,India
South Africa,Truck,Others,8,157.41,19.68,0.66,,,0.16,On time,India
Vietnam,Air,Tablet - FDC,10000,64900.0,6.49,0.11,,,66.72,On time,Others
Tanzania,Air,Test kit,2744,219520.0,80.0,0.8,1303.0,22158.58,307.77,Delivered Early,
Haiti,Air,Tablet - FDC,384,1121.28,2.92,0.05,20.0,950.05,1.57,On time,India
Vietnam,Air,Tablet - FDC,15552,147744.0,9.5,0.32,,,173.89,On time,India
Mozambique,Air,Test kit,645,51600.0,80.0,0.8,267.0,3453.53,63.83,On time,
South Africa,Truck,Others,6,85.31,14.22,0.47,,,0.09,On time,India
Mozambique,Air,Tablet,40,2220.0,55.5,0.92,,,2.28,On time,Others
Tanzania,Air,Tablet,28755,74763.0,2.6,0.04,3392.0,20294.85,161.19,On time,India
Others,Air,Test kit,2000,64000.0,32.0,1.6,687.0,17918.72,137.98,On time,
South Africa,Truck,Others,1,25.69,25.69,0.43,,,0.03,On time,Others
Rwanda,Air,Tablet,9270,179189.1,19.33,0.32,1010.0,16847.52,351.21,On time,India
Others,Air,Test kit,129,11481.0,89.0,0.89,60.0,1133.17,18.94,On time,
Haiti,Air,Tablet - FDC,2516,11573.6,4.6,0.08,118.0,1442.83,16.23,On time,India
South Africa,Truck,Tablet - FDC,1152,34884.66,30.28,0.5,,,43.15,On time,India
Nigeria,Air,Tablet,9070,163260.0,18.0,0.6,,,167.83,On time,India
Tanzania,Air,Test kit,2352,188160.0,80.0,0.8,1016.0,19026.72,263.8,On time,
Nigeria,Air,Test kit,3072,273408.0,89.0,0.89,1248.0,13383.47,338.21,Delayed,
South Africa,Truck,Others,20,143.05,7.15,0.03,,,0.15,On time,India
Haiti,Air,Others,3184,6336.16,1.99,0.03,250.0,2794.21,6.51,On time,India
South Sudan,Air,Others,45,360.0,8.0,0.08,,,0.42,On time,
South Africa,Truck,Tablet,5,124.77,24.95,0.42,,,0.13,On time,India
Rwanda,Air,Test kit,4230,103635.0,24.5,24.5,2820.0,37130.88,106.54,Delayed,Others
Nigeria,Air,Test kit,6388,568532.0,89.0,0.89,2590.0,,669.16,On time,
Zambia,Air,Test kit,2929,234320.0,80.0,0.8,1214.0,18875.83,289.85,Delivered Early,
Tanzania,Air,Test kit,2737,218960.0,80.0,0.8,1300.0,23269.06,306.98,On time,
Vietnam,Air,Tablet - FDC,16185,105040.65,6.49,0.11,,,107.98,On time,Others
South Africa,Truck,Others,4500,20364.96,4.53,0.08,,,39.92,On time,India
Others,Air,Tablet - FDC,37732,420711.8,11.15,0.37,4962.0,63818.03,520.42,On time,India
Côte d'Ivoire,Air,Others,2000,100000.0,50.0,0.28,518.0,1434.5,215.6,On time,Others
South Africa,Truck,Others,100,3988.5,39.88,0.66,,,8.6,On time,Others
Zimbabwe,Air Charter,Tablet - FDC,25811,118472.49,4.59,0.15,2829.0,24936.5,121.79,On time,India
Kenya,Air,Test kit,18000,576000.0,32.0,1.6,5876.0,40091.65,807.55,On time,
"Congo, DRC",Air,Others,440,550.0,1.25,0.04,,,0.57,On time,India
South Africa,Truck,Others,4,26.78,6.7,0.03,,,0.03,On time,India
South Africa,Air,Tablet,26540,197192.2,7.43,0.12,1431.0,4885.21,425.15,On time,India
Haiti,Ocean,Tablet,2160,54000.0,25.0,0.21,,,75.71,On time,Others
Côte d'Ivoire,Air,Others,1200,9096.0,7.58,0.25,96.0,1510.05,9.35,On time,India
Mozambique,Air,Others,800,16000.0,20.0,0.67,62.0,1045.5,16.45,On time,India
South Sudan,Air,Others,160,800.0,5.0,5.0,,,0.82,On time,
South Africa,Truck,Tablet - FDC,11,240.14,21.83,0.73,,,0.25,On time,India
Uganda,Air,Tablet,20617,70097.8,3.4,0.11,1770.0,7651.56,98.28,On time,India
South Africa,Truck,Others,8,122.18,15.27,0.51,,,0.13,On time,India
South Africa,Truck,Tablet,38,428.22,11.27,0.38,,,0.44,On time,India
Others,Air,Test kit,5000,400000.0,80.0,0.8,2020.0,29918.58,494.8,On time,
Zambia,Air,Test kit,2814,225120.0,80.0,0.8,1363.0,22746.62,485.36,Delayed,Others
Nigeria,Air,Test kit,5791,185312.0,32.0,1.6,1918.0,24147.39,305.76,On time,
Guyana,Air,Others,65,130.0,2.0,0.07,4.0,783.21,0.16,On time,India
South Africa,Ocean,Tablet,129183,351377.76,2.72,0.05,,,579.77,On time,India
Others,Air,Test kit,30,600.0,20.0,0.8,430.0,4500.71,0.99,On time,Others
Mozambique,Ocean,Test kit,13300,425600.0,32.0,1.6,4472.0,23408.33,702.24,On time,
Tanzania,Air,Others,645,24742.2,38.36,0.11,1210.0,7015.04,48.49,On time,Others
Côte d'Ivoire,Air,Test kit,2000,58000.0,29.0,1.45,576.0,7168.62,71.75,On time,
Vietnam,Air,Tablet - FDC,8245,67609.0,8.2,0.14,759.0,7261.69,111.55,On time,India
South Africa,Truck,Others,2,46.9,23.45,0.08,,,0.06,On time,Others
Vietnam,Air,Tablet - FDC,6816,68160.0,10.0,0.33,2541.0,5489.55,80.22,On time,India
South Africa,Ocean,Tablet,23845,356005.85,14.93,0.25,2283.0,3649.67,587.41,On time,India
Uganda,Air,Others,56,112.0,2.0,0.07,,,0.14,On time,India
Vietnam,Air,Tablet,41296,185419.04,4.49,0.15,,,259.96,On time,Others
Vietnam,Air,Tablet,6000,12960.0,2.16,0.04,,,15.25,On time,India
Haiti,Air,Tablet,2000,39000.0,19.5,0.65,280.0,3029.18,40.09,On time,Others
Zambia,Air,Test kit,2041,163280.0,80.0,0.8,989.0,16654.29,352.03,Delivered Early,Others
Haiti,Air,Test kit,250,6125.0,24.5,24.5,164.0,2204.84,7.58,On time,Others
Haiti,Air,Tablet - FDC,288,717.12,2.49,0.04,,,0.89,On time,India
South Africa,Truck,Tablet,3,53.24,17.75,0.3,,,0.05,On time,India
Nigeria,Air,Test kit,2744,244216.0,89.0,0.89,1235.0,25577.2,342.39,Delayed,
Others,Air,Test kit,116,10324.0,89.0,0.89,45.0,1961.65,17.03,On time,
Tanzania,Air,Test kit,2330,0.0,0.0,0.0,965.0,16382.89,0.0,Delivered Early,
South Africa,Truck,Others,4,60.99,15.25,0.51,,,0.06,On time,India
Uganda,Air,Others,7035,105525.0,15.0,0.5,440.0,2242.71,130.53,On time,Others
South Africa,Truck,Tablet - FDC,14,300.08,21.43,0.36,,,0.31,On time,India
Nigeria,Air,Test kit,2100,168000.0,80.0,0.8,1002.0,,362.21,Delayed,Others
Others,Air,Test kit,30,3347.4,111.58,1.12,46.0,1003.18,4.14,On time,
Uganda,Air,Tablet - FDC,16716,76893.6,4.6,0.15,1874.0,7487.81,95.12,On time,India
South Africa,Ocean,Others,33476,70969.12,2.12,0.01,,,153.01,On time,India
Vietnam,Air,Tablet,564,6457.8,11.45,0.19,,,7.99,On time,India
Mozambique,Ocean,Test kit,7400,236800.0,32.0,1.6,2471.0,33872.84,390.72,On time,
Zimbabwe,Air,Test kit,2450,176400.0,72.0,0.72,1183.0,21170.3,380.32,Delayed,Others
Côte d'Ivoire,Air,Others,400,1800.0,4.5,0.04,,,2.23,On time,India
Nigeria,Air,Test kit,10798,961022.0,89.0,0.89,4388.0,66059.65,1188.78,On time,
Uganda,Air,Tablet,3115,62300.0,20.0,0.67,420.0,2335.73,64.04,On time,Others
South Africa,Ocean,Tablet - FDC,25000,210500.0,8.42,0.14,2303.0,3790.0,347.32,On time,India
Côte d'Ivoire,Air,Test kit,3500,245000.0,70.0,0.7,794.0,12499.27,528.22,On time,Others
Vietnam,Air,Tablet - FDC,15204,130906.44,8.61,0.14,,,256.58,On time,India
South Africa,Ocean,Tablet,122743,303175.21,2.47,0.04,,,653.65,Delayed,India
Kenya,Air,Test kit,15000,480000.0,32.0,1.6,4956.0,36219.03,672.96,On time,
South Africa,Truck,Others,251,4996.06,19.9,0.66,,,6.18,On time,India
South Africa,Ocean,Tablet,105813,454995.9,4.3,0.14,8351.0,7292.26,750.74,Delayed,India
South Africa,Truck,Others,45,1102.97,24.51,0.1,,,1.13,On time,India
Others,Air,Test kit,20,2231.6,111.58,1.12,30.0,549.16,3.68,On time,
South Africa,Truck,Tablet,24,329.7,13.74,0.23,,,0.34,On time,India
Vietnam,Air,Tablet - FDC,22008,189488.88,8.61,0.14,2148.0,12793.94,371.4,On time,India
Uganda,Air,Tablet,40860,95612.4,2.34,0.04,12945.0,48653.36,134.05,On time,India
Others,Air,Others,220,1430.0,6.5,6.5,,,2.0,On time,
Vietnam,Air,Tablet - FDC,4980,40338.0,8.1,0.13,695.0,1377.02,49.9,On time,Others
Vietnam,Air,Tablet,4400,267608.0,60.82,0.51,1073.0,1475.94,275.1,On time,Others
Côte d'Ivoire,Air,Others,2000,19000.0,9.5,0.16,391.0,830.05,40.96,On time,Others
Others,Air,Test kit,500,16000.0,32.0,1.6,260.0,9597.9,34.5,On time,
South Africa,Truck,Tablet,203,3395.39,16.73,0.56,,,4.2,On time,India
South Africa,Ocean,Others,55000,131450.0,2.39,0.08,3099.0,7321.43,283.41,On time,India
"Congo, DRC",Air,Others,75,825.0,11.0,0.37,,,1.02,On time,India
Mozambique,Air,Others,461,47723.35,103.52,0.38,238.0,2556.61,78.74,On time,Others
Vietnam,Air,Tablet - FDC,6437,52139.7,8.1,0.13,,,61.37,On time,Others
Uganda,Air,Tablet - FDC,40000,184000.0,4.6,0.15,4620.0,18550.93,227.61,On time,India
Others,Ocean,Tablet - FDC,97300,1371930.0,14.1,0.47,11433.0,12323.93,2263.68,On time,Others
Rwanda,Air,Test kit,1700,40800.0,24.0,0.8,570.0,9054.08,87.96,On time,Others
Others,Air,Others,33,396.0,12.0,0.12,3.0,1209.56,0.65,On time,Others
South Sudan,Air,Test kit,694,61766.0,89.0,0.89,285.0,4350.03,63.5,On time,
Others,Air,Test kit,8,560.0,70.0,0.7,3.0,584.1,1.1,On time,Others
Haiti,Air,Tablet - FDC,336,836.64,2.49,0.04,37.0,1845.9,1.03,On time,India
Others,Air,Tablet - FDC,44407,495138.05,11.15,0.37,5016.0,43408.7,612.49,On time,Others
Haiti,Air,Others,2891,3613.75,1.25,0.04,156.0,1887.58,5.07,On time,India
South Africa,Truck,Tablet,45,3104.58,68.99,1.15,,,3.19,On time,India
Haiti,Ocean,Tablet - FDC,60000,486000.0,8.1,0.13,,,499.61,On time,Others
Mozambique,Air,Tablet - FDC,1676,90017.96,53.71,0.9,249.0,,176.44,On time,Others
Vietnam,Air,Tablet - FDC,1144,11440.0,10.0,0.33,,,13.46,On time,India
Vietnam,Air,Tablet,12700,44450.0,3.5,0.12,,,45.69,On time,India
Vietnam,Air,Tablet,8000,28000.0,3.5,0.12,,,32.96,On time,India
Tanzania,Air,Test kit,4950,118800.0,24.0,0.8,1650.0,11737.26,232.85,On time,Others
South Africa,Truck,Tablet,88,6697.54,76.11,1.27,,,8.28,On time,India
South Africa,Truck,Others,46,1085.01,23.59,0.26,,,1.12,On time,India
Uganda,Air,Others,1946,29190.0,15.0,0.5,122.0,1249.78,36.11,On time,Others
South Africa,Truck,Tablet,8146,79058.92,9.71,0.16,,,154.96,On time,India
South Africa,Truck,Tablet,72,5479.8,76.11,1.27,,,6.78,On time,India
Côte d'Ivoire,Air,Others,386,3667.0,9.5,0.16,78.0,570.75,7.19,On time,Others
South Africa,Truck,Others,6,85.31,14.22,0.47,,,0.09,On time,India
South Africa,Truck,Tablet,3,46.79,15.6,0.52,,,0.05,On time,India
Zambia,Air,Test kit,2100,151200.0,72.0,0.72,1016.0,16061.5,325.99,On time,Others
Côte d'Ivoire,Air,Test kit,7000,560000.0,80.0,0.8,2836.0,,659.12,On time,
Haiti,Ocean,Others,675,4610.25,6.83,0.03,,,5.7,On time,India
Tanzania,Air,Test kit,610,48800.0,80.0,0.8,268.0,5187.9,60.37,On time,
Others,Air,Others,204,61512.12,301.53,5.03,,,132.62,On time,Others
Vietnam,Air,Others,1123,4660.45,4.15,0.07,,,6.53,On time,Others
Vietnam,Air,Tablet,1435,117957.0,82.2,0.68,355.0,5101.21,194.63,On time,Others
South Africa,Ocean,Others,10702,22688.24,2.12,0.01,3967.0,8169.7,48.92,On time,India
Nigeria,Air,Test kit,3050,271450.0,89.0,0.89,1238.0,22872.42,335.78,Delayed,
South Africa,Truck,Tablet,47,568.37,12.09,0.4,,,0.58,On time,India
South Africa,Ocean,Tablet,172428,494868.36,2.87,0.05,10859.0,17278.96,1066.94,On time,India
Nigeria,Air,Test kit,2949,262461.0,89.0,0.89,1192.0,19458.84,324.66,Delayed,
Vietnam,Air,Tablet - FDC,21384,217047.6,10.15,0.34,2406.0,4872.65,223.12,On time,Others
Côte d'Ivoire,Air,Test kit,3500,245000.0,70.0,0.7,794.0,12619.38,528.22,On time,Others
South Sudan,Air,Others,326,2608.0,8.0,0.08,,,3.66,On time,
Vietnam,Air,Tablet,2520,20790.0,8.25,0.28,,,40.75,On time,Others
Côte d'Ivoire,Air,Test kit,1456,34944.0,24.0,0.8,486.0,5074.33,75.34,On time,Others
Tanzania,Air,Test kit,383,12256.0,32.0,1.6,125.0,1908.34,15.16,On time,
Others,Air,Test kit,539,14876.4,27.6,0.92,58.0,871.28,15.29,On time,
Côte d'Ivoire,Air,Others,520,16026.4,30.82,0.1,242.0,5257.72,19.82,On time,Others
Côte d'Ivoire,Air,Others,7000,8750.0,1.25,0.04,482.0,5678.33,10.82,On time,India
Others,Air,Test kit,100,2000.0,20.0,0.8,34.0,871.3,3.3,On time,Others
Tanzania,Air,Test kit,8000,160000.0,20.0,0.8,2667.0,17773.94,264.0,On time,Others
South Africa,Truck,Others,1,19.97,19.97,0.08,,,0.04,On time,Others
Others,Air,Test kit,4000,320000.0,80.0,0.8,1556.0,28703.53,376.64,On time,
South Africa,Truck,Others,3,8.99,3.0,0.1,,,0.01,On time,India
South Africa,Truck,Tablet,6,394.51,65.75,1.1,,,0.41,On time,Others
South Africa,Truck,Tablet - FDC,7,211.71,30.24,0.5,,,0.26,On time,India
Others,Air,Tablet - FDC,37470,417790.5,11.15,0.37,4927.0,65875.32,516.81,On time,India
South Africa,Truck,Others,15,161.34,10.76,0.13,,,0.35,On time,Others
"Congo, DRC",Air,Tablet - FDC,580,19198.0,33.1,0.03,500.0,3958.28,22.6,On time,India
Uganda,Air,Tablet,1455,32737.5,22.5,0.75,,,40.5,On time,Others
South Africa,Truck,Others,5,71.09,14.22,0.47,,,0.07,On time,India
Vietnam,Air,Tablet,16354,89947.0,5.5,0.18,,,148.41,On time,Others
Vietnam,Air,Tablet,16645,39115.75,2.35,0.04,742.0,5440.01,64.54,On time,India
South Africa,Ocean,Tablet,70942,321367.26,4.53,0.15,6090.0,11203.81,692.87,On time,India
Others,Air,Test kit,58,1856.0,32.0,1.6,20.0,644.02,3.06,On time,
Haiti,Air,Test kit,33,3223.44,97.68,0.98,8.0,1011.6,5.32,On time,Others
"Congo, DRC",Air,Test kit,7,224.0,32.0,1.6,,,0.23,On time,
South Africa,Truck,Tablet,4,110.05,27.51,0.23,,,0.11,On time,Others
Uganda,Air,Tablet,173,11521.8,66.6,0.55,35.0,251.52,16.15,On time,Others
South Africa,Truck,Others,94,311.73,3.32,0.11,,,0.39,On time,India
Vietnam,Air,Tablet - FDC,17760,168720.0,9.5,0.32,,,198.58,On time,India
South Sudan,Air,Test kit,395,35155.0,89.0,0.89,,,49.29,On time,
South Africa,Truck,Others,190,4438.36,23.36,0.26,,,4.56,On time,India
Vietnam,Air,Tablet,13444,34954.4,2.6,0.04,,,57.67,On time,Others
South Africa,Truck,Others,6,100.91,16.82,0.56,,,0.12,On time,India
Côte d'Ivoire,Air,Tablet - FDC,3136,94080.0,30.0,0.5,492.0,5150.82,202.84,On time,Others
South Africa,Truck,Tablet,1440,27430.13,19.05,0.64,,,53.76,On time,India
Vietnam,Air,Others,435,974.4,2.24,0.07,25.0,1003.65,1.37,On time,India
South Africa,Truck,Tablet,123,867.36,7.05,0.12,,,0.89,On time,India
South Africa,Truck,Others,30,1237.01,41.23,0.69,,,2.67,On time,Others
South Africa,Truck,Tablet,3000,19702.5,6.57,0.11,,,38.62,On time,Others
Zimbabwe,Air Charter,Tablet - FDC,42032,194187.84,4.62,0.15,4559.0,25272.8,199.63,On time,India
Tanzania,Air,Others,68,2095.76,30.82,0.1,116.0,1818.56,2.94,On time,Others
Others,Air,Test kit,34,765.0,22.5,0.75,13.0,766.62,1.26,On time,India
"Congo, DRC",Air,Test kit,15,480.0,32.0,1.6,,,0.49,On time,
South Africa,Ocean,Others,45000,95400.0,2.12,0.01,16260.0,17060.14,205.68,On time,India
Haiti,Ocean,Tablet - FDC,92500,971250.0,10.5,0.35,,,998.44,On time,India
South Africa,Truck,Tablet,73,1319.03,18.07,0.6,,,1.36,On time,Others
Zambia,Air,Tablet,39132,88047.0,2.25,0.04,3978.0,20519.07,90.51,On time,India
South Africa,Ocean,Tablet,131138,323910.86,2.47,0.04,6360.0,12225.76,698.35,On time,India
Vietnam,Air,Tablet,3470,285234.0,82.2,0.68,862.0,5215.07,614.96,On time,Others
Zambia,Air,Test kit,2900,92800.0,32.0,1.6,266.0,8308.74,114.79,On time,
Vietnam,Air,Tablet,7063,16244.9,2.3,0.04,412.0,1769.68,20.09,On time,India
Haiti,Air,Others,400,500.0,1.25,0.04,,,0.51,On time,India
Nigeria,Air,Test kit,6523,580547.0,89.0,0.89,6523.0,,683.3,Delivered Early,
Vietnam,Air,Tablet - FDC,33405,228824.25,6.85,0.11,3751.0,10867.28,283.06,On time,India
South Africa,Truck,Others,6,66.1,11.02,0.37,,,0.07,On time,India
South Africa,Air,Tablet,2098,15588.14,7.43,0.12,124.0,1697.89,33.61,Delayed,India
Mozambique,Air,Test kit,675,21600.0,32.0,1.6,202.0,2908.88,26.72,On time,
Zimbabwe,Air,Test kit,8787,702960.0,80.0,0.8,3560.0,52462.81,722.64,On time,
Rwanda,Air,Tablet - FDC,35820,256113.0,7.15,0.12,3114.0,18779.99,359.07,On time,India
Vietnam,Air,Tablet,10700,37985.0,3.55,0.12,,,39.05,On time,India
South Africa,Truck,Tablet,35,1874.71,53.56,0.89,,,1.93,On time,India
Vietnam,Air,Tablet - FDC,3000,24300.0,8.1,0.13,422.0,1332.29,28.6,On time,Others
South Africa,Truck,Tablet,1,24.95,24.95,0.42,,,0.03,On time,India
Others,Air,Tablet - FDC,39550,412506.5,10.43,0.35,4840.0,23796.98,485.52,Delayed,India
South Africa,Truck,Others,18,271.8,15.1,0.5,,,0.28,On time,India
South Africa,Truck,Others,9,21.81,2.42,0.08,,,0.02,On time,India
South Africa,Truck,Tablet,2600,52801.37,20.31,0.34,,,103.49,On time,Others
South Africa,Truck,Others,5,84.1,16.82,0.56,,,0.1,On time,India
Haiti,Truck,Test kit,1250,160937.5,128.75,1.29,,,225.63,On time,
Vietnam,Air,Others,1000,7000.0,7.0,0.08,,,9.81,On time,India
South Africa,Truck,Tablet,114,2179.73,19.12,0.64,,,2.24,On time,Others
South Africa,Ocean,Others,5590,11850.8,2.12,0.01,2068.0,3961.69,19.55,On time,India
"Congo, DRC",Air,Others,60,1849.2,30.82,0.1,113.0,1421.86,2.29,On time,Others
Others,Air,Test kit,246,7872.0,32.0,1.6,86.0,3133.86,11.04,On time,
Mozambique,Air,Tablet,90,5994.0,66.6,0.55,,,7.41,On time,Others
Zambia,Air,Test kit,2870,229600.0,80.0,0.8,1368.0,25037.09,378.84,Delivered Early,
Vietnam,Air,Tablet,4084,29609.0,7.25,0.12,,,48.85,On time,Others
South Africa,Truck,Others,6,132.02,22.0,0.37,,,0.14,On time,Others
Zimbabwe,Air,Test kit,5060,404800.0,80.0,0.8,,,567.53,On time,
Côte d'Ivoire,Air,Others,3355,56900.8,16.96,0.09,1006.0,2530.73,111.53,On time,Others
Vietnam,Air,Tablet,560,13025.6,23.26,0.78,67.0,4476.29,21.49,On time,Others
South Africa,Truck,Others,4,63.78,15.94,0.05,,,0.07,On time,Others
Uganda,Air,Tablet - FDC,97380,641734.2,6.59,0.11,8722.0,32208.32,793.83,On time,India
South Africa,Truck,Others,3,53.13,17.71,0.07,,,0.05,On time,India
South Africa,Truck,Others,44,163.95,3.73,0.06,,,0.17,On time,India
Vietnam,Air,Tablet - FDC,14500,166605.0,11.49,0.38,1640.0,2503.07,206.09,On time,Others
South Africa,Truck,Tablet - FDC,5409,206791.05,38.23,1.27,,,255.8,On time,India
Others,Air,Test kit,170,11900.0,70.0,0.7,40.0,2883.51,25.66,On time,Others
Zambia,Air,Tablet - FDC,100000,735000.0,7.35,0.24,9390.0,45118.64,1030.47,On time,India
South Africa,Truck,Tablet,268,18310.96,68.32,1.14,,,18.82,On time,India
Vietnam,Air,Tablet - FDC,25572,281036.28,10.99,0.18,3572.0,10657.33,463.71,On time,Others
South Africa,Ocean,Tablet,189137,467168.39,2.47,0.04,9173.0,13677.67,1007.22,On time,India
Tanzania,Air,Tablet - FDC,33022,268468.86,8.13,0.14,4190.0,16066.92,332.1,On time,India
Haiti,Air,Others,864,5356.8,6.2,0.1,46.0,304.63,7.51,On time,India
South Africa,Truck,Tablet,200,3058.27,15.29,0.25,,,6.59,On time,Others
Haiti,Ocean,Tablet,53571,176784.3,3.3,0.11,4974.0,11109.18,181.73,On time,India
Zimbabwe,Air Charter,Tablet,85000,188700.0,2.22,0.04,11125.0,84791.1,193.98,On time,India
Côte d'Ivoire,Air,Tablet - FDC,4640,249214.4,53.71,0.9,685.0,1807.36,488.46,On time,Others
South Africa,Truck,Tablet - FDC,3,65.49,21.83,0.73,,,0.07,On time,India
Zimbabwe,Air,Others,3794,116931.08,30.82,0.1,3287.0,26515.21,120.21,On time,Others
Uganda,Air,Tablet,18216,40986.0,2.25,0.04,1863.0,6757.18,42.13,On time,India
Haiti,Air,Tablet,90,925.2,10.28,0.17,17.0,693.54,1.81,On time,Others
South Africa,Air,Tablet,64771,506509.22,7.82,0.26,4398.0,5298.03,1092.03,Delayed,India
Guyana,Air,Tablet,400,14400.0,36.0,0.3,,,31.05,On time,India
Haiti,Air,Others,2440,22692.0,9.3,0.1,163.0,1659.21,23.33,On time,India
Côte d'Ivoire,Air,Others,400,1800.0,4.5,0.04,,,2.23,On time,India
South Africa,Truck,Others,6,13.03,2.17,0.07,,,0.01,On time,India
Haiti,Air,Others,864,1684.8,1.95,0.01,,,1.73,On time,India
"Congo, DRC",Air,Test kit,47,1504.0,32.0,1.6,,,1.77,On time,
South Sudan,Air,Others,210,1050.0,5.0,5.0,,,1.3,On time,
Others,Air,Test kit,428,11812.8,27.6,0.92,47.0,732.47,14.61,On time,
South Africa,Truck,Others,387,1089.02,2.81,0.09,,,1.35,On time,India
South Africa,Ocean,Tablet,25692,116384.76,4.53,0.15,,,250.93,On time,India
Tanzania,Air,Test kit,10000,200000.0,20.0,0.8,3349.0,22523.12,330.0,On time,Others
South Africa,Truck,Tablet,770,20108.36,26.11,0.44,,,39.41,On time,India
Kenya,Air,Test kit,1500,120000.0,80.0,0.8,1489.0,14532.09,258.72,Delayed,Others
Ethiopia,Air,Test kit,832,24128.0,29.0,1.45,238.0,1945.45,29.85,On time,
South Africa,Ocean,Tablet,79250,527012.5,6.65,0.22,7397.0,8809.08,869.57,On time,India
Others,Air,Tablet - FDC,32112,334928.16,10.43,0.35,3989.0,19745.22,394.21,On time,India
Ethiopia,Air,Test kit,24,768.0,32.0,1.6,8.0,315.44,1.08,On time,
South Africa,Truck,Others,16,53.06,3.32,0.11,,,0.07,On time,India
Vietnam,Air,Tablet,5000,12500.0,2.5,0.04,,,20.62,On time,India
Haiti,Air,Others,6100,7625.0,1.25,0.04,353.0,4236.81,7.84,On time,India
Côte d'Ivoire,Air,Test kit,2400,74400.0,31.0,1.55,678.0,9253.44,87.57,On time,
Tanzania,Air,Tablet,20000,223800.0,11.19,0.19,2039.0,9182.45,276.84,On time,Others
South Africa,Ocean,Tablet,84143,199418.91,2.37,0.04,,,429.95,On time,India
Uganda,Air,Others,15,575.4,38.36,0.11,53.0,708.2,1.24,On time,Others
Haiti,Air,Others,192,3256.32,16.96,0.09,54.0,290.0,6.38,On time,Others
South Africa,Truck,Tablet,3,141.39,47.13,0.79,,,0.15,On time,Others
Tanzania,Air,Tablet,2145,14693.25,6.85,0.11,309.0,2383.65,24.24,On time,Others
South Africa,Ocean,Tablet,237500,681625.0,2.87,0.05,15475.0,14682.98,1469.58,On time,India
Rwanda,Air,Others,784,10192.0,13.0,0.43,,,16.82,On time,India
South Africa,Truck,Tablet,18,495.23,27.51,0.23,,,0.51,On time,Others
Zambia,Air,Test kit,3182,254560.0,80.0,0.8,1290.0,14493.3,261.69,Delivered Early,
South Africa,Truck,Others,40,625.57,15.64,0.07,,,1.35,On time,Others
Others,Air,Test kit,695,55600.0,80.0,0.8,332.0,8738.06,91.74,On time,
South Africa,Ocean,Tablet,76615,509489.75,6.65,0.22,,,840.66,On time,India
Others,Air,Others,1,8.0,8.0,0.08,2.0,980.7,0.01,On time,
South Africa,Air,Others,11640,34920.0,3.0,0.01,4440.0,3283.59,75.29,Delayed,India
Côte d'Ivoire,Air,Tablet,3240,117158.4,36.16,0.3,800.0,5322.35,252.59,On time,Others
