Drop_point,Shipment_Mode,Dosage_Form,Line_Item_Quantity,Line_Item_Value,Pack_Price,Unit_Price,Weight,Freight_Cost,Line_Item_Insurance,Delivery_Status,Pickup_Point
Mozambique,Air,Tablet,100,5400.0,54.0,0.9,,,6.36,On time,Others
Uganda,Air,Tablet,502,18072.0,36.0,0.3,119.0,923.18,18.58,On time,Others
South Africa,Truck,Tablet - FDC,10,234.38,23.44,0.78,,,0.24,On time,India
Vietnam,Air,Tablet - FDC,10249,84041.8,8.2,0.14,5495.0,23372.43,138.67,On time,India
Haiti,Air,Others,2460,17220.0,7.0,0.12,173.0,1312.75,24.14,On time,India
Uganda,Air,Others,11036,14346.8,1.3,0.01,2385.0,10898.12,17.75,Delayed,India
South Africa,Truck,Tablet,3,54.1,18.03,0.3,,,0.06,On time,India
Rwanda,Ocean,Tablet - FDC,172800,1617408.0,9.36,0.31,,,3487.13,On time,India
Others,Air,Tablet - FDC,38433,412770.42,10.74,0.36,4656.0,31521.65,424.33,On time,Others
Nigeria,Air,Test kit,3076,273764.0,89.0,0.89,1249.0,21084.84,338.65,Delayed,
Zambia,Air,Test kit,3500,112000.0,32.0,1.6,1224.0,15670.6,184.8,On time,
South Africa,Truck,Tablet,38,564.39,14.85,0.5,,,0.58,On time,Others
Zimbabwe,Ocean,Tablet,42500,341700.0,8.04,0.13,3868.0,16210.31,479.06,On time,India
Others,Air,Test kit,2828,260176.0,92.0,0.92,,,429.29,On time,Others
Côte d'Ivoire,Air,Test kit,1206,28944.0,24.0,0.8,429.0,4540.55,62.4,On time,Others
South Africa,Air,Tablet,64738,506251.16,7.82,0.26,4457.0,3646.13,1091.48,Delayed,India
South Africa,Truck,Others,6,66.1,11.02,0.37,,,0.07,On time,India
Uganda,Air,Tablet,625,4281.25,6.85,0.11,86.0,86.0,6.0,On time,Others
Uganda,Air,Tablet,61751,194515.65,3.15,0.1,,,228.94,On time,India
South Africa,Truck,Tablet - FDC,13,293.03,22.54,0.38,,,0.3,On time,India
Others,Air,Others,112,0.0,0.0,0.0,46.0,1428.23,0.0,On time,
South Africa,Ocean,Tablet,146670,975355.5,6.65,0.22,13690.0,15213.22,2102.87,Delayed,India
"Congo, DRC",Air,Test kit,65,2080.0,32.0,1.6,,,2.14,On time,
Rwanda,Air,Others,2468,7231.24,2.93,0.01,907.0,650.81,15.59,On time,India
Haiti,Air,Test kit,1500,150000.0,100.0,1.0,714.0,11293.85,185.55,On time,
Ethiopia,Air,Test kit,22497,551176.5,24.5,24.5,13749.0,152368.7,772.75,On time,Others
Haiti,Air,Tablet - FDC,24024,155915.76,6.49,0.11,2082.0,16574.55,192.87,On time,Others
Vietnam,Air,Others,56,17185.28,306.88,0.91,168.0,4092.21,37.05,On time,Others
Côte d'Ivoire,Air,Test kit,3800,77900.0,20.5,0.82,1267.0,12711.93,96.36,On time,Others
Haiti,Air,Tablet,1000,18000.0,18.0,0.6,132.0,1579.89,18.5,On time,India
South Africa,Ocean,Tablet,58489,263785.39,4.51,0.15,4972.0,14439.19,435.25,Delayed,India
Haiti,Ocean,Others,2293,2866.25,1.25,0.04,122.0,2461.63,3.55,On time,India
South Africa,Truck,Tablet - FDC,2,53.51,26.76,0.89,,,0.06,On time,India
South Africa,Ocean,Tablet,52158,346850.7,6.65,0.22,4868.0,6121.41,572.3,On time,India
Kenya,Air,Test kit,7982,710398.0,89.0,0.89,2278.0,31382.03,995.98,On time,
Zambia,Air,Test kit,2127,170160.0,80.0,0.8,881.0,14019.38,210.49,Delayed,
Others,Air,Test kit,65,2080.0,32.0,1.6,21.0,593.72,3.43,On time,
South Africa,Truck,Others,6,42.91,7.15,0.03,,,0.04,On time,India
Vietnam,Air,Tablet,10935,28431.0,2.6,0.04,,,61.3,On time,India
South Africa,Truck,Tablet,7,126.22,18.03,0.3,,,0.13,On time,India
Rwanda,Air,Others,4192,35632.0,8.5,0.04,1514.0,6072.8,49.96,On time,India
Tanzania,Air,Test kit,350,28000.0,80.0,0.8,143.0,2508.46,28.78,On time,
Vietnam,Air,Tablet - FDC,11904,124992.0,10.5,0.35,,,128.49,On time,India
Mozambique,Air,Test kit,4131,320978.7,77.7,0.78,937.0,11566.55,692.03,On time,Others
Zambia,Air,Test kit,3200,256000.0,80.0,0.8,1526.0,27952.72,422.4,On time,
Mozambique,Air,Others,229,1145.0,5.0,5.0,,,1.18,On time,
Tanzania,Ocean,Tablet - FDC,65763,821379.87,12.49,0.42,8182.0,7814.59,1016.05,On time,Others
South Africa,Truck,Tablet - FDC,228,7598.95,33.33,1.11,,,9.4,On time,India
Guyana,Air,Test kit,305,30500.0,100.0,1.0,,,35.9,On time,
Côte d'Ivoire,Air,Test kit,900,21600.0,24.0,0.8,300.0,3489.46,46.57,On time,Others
Others,Air,Test kit,41,3075.0,75.0,0.75,28.0,483.68,5.07,On time,Others
South Africa,Air,Tablet,2,5.06,2.53,0.04,1.0,4116.81,0.01,On time,India
Others,Air,Others,21,105.0,5.0,0.05,,,0.13,On time,
South Sudan,Air,Test kit,18,576.0,32.0,1.6,,,0.71,On time,
Uganda,Air,Tablet,111348,355200.12,3.19,0.11,6953.0,30711.92,439.38,On time,India
Haiti,Air,Others,2295,38923.2,16.96,0.09,687.0,5293.76,54.57,On time,Others
Mozambique,Air,Test kit,8261,264352.0,32.0,1.6,298.0,16397.94,271.75,On time,
Ethiopia,Air,Test kit,340,9860.0,29.0,1.45,128.0,810.96,13.82,On time,
Vietnam,Air,Tablet - FDC,17584,142430.4,8.1,0.13,2446.0,4559.25,167.64,On time,Others
"Congo, DRC",Air,Test kit,51,4080.0,80.0,0.8,,,4.8,On time,
Vietnam,Air,Tablet,1400,15330.0,10.95,0.18,,,18.04,On time,India
Côte d'Ivoire,Air,Others,540,16642.8,30.82,0.1,519.0,5385.37,20.59,On time,Others
South Africa,Air,Tablet,16383,47838.36,2.92,0.05,1935.0,5159.33,103.14,On time,India
Côte d'Ivoire,Air,Others,922,46100.0,50.0,0.28,,,99.39,On time,Others
Haiti,Ocean,Tablet - FDC,39015,399903.75,10.25,0.34,,,411.1,On time,India
Others,Air,Test kit,66,2112.0,32.0,1.6,29.0,732.72,2.96,On time,
Vietnam,Air,Others,300,555.0,1.85,0.01,,,0.78,On time,India
Côte d'Ivoire,Air,Others,5196,88124.16,16.96,0.09,1489.0,2093.31,190.0,On time,Others
Zambia,Air,Tablet,39201,88202.25,2.25,0.04,3986.0,20555.45,90.67,Delayed,India
Côte d'Ivoire,Air,Others,1887,17926.5,9.5,0.16,312.0,781.5,38.65,On time,Others
South Africa,Truck,Tablet,34,383.14,11.27,0.38,,,0.39,On time,India
Haiti,Ocean,Others,2040,3080.4,1.51,0.01,,,3.81,On time,India
South Africa,Truck,Tablet,300,4826.37,16.09,0.27,,,9.46,On time,Others
South Africa,Truck,Tablet,3,41.45,13.82,0.46,,,0.04,On time,Others
Zambia,Air,Test kit,585,18720.0,32.0,1.6,,,22.03,On time,
Tanzania,Air,Test kit,1500,120000.0,80.0,0.8,7500.0,19196.73,198.0,On time,
Vietnam,Air,Tablet,12200,42700.0,3.5,0.12,,,43.9,On time,India
South Africa,Truck,Others,51,1217.19,23.87,0.27,,,1.51,On time,India
Nigeria,Air,Test kit,10364,922396.0,89.0,0.89,4212.0,62466.03,948.22,Delayed,
Côte d'Ivoire,Air,Test kit,6500,520000.0,80.0,0.8,2634.0,30778.29,534.56,On time,
Uganda,Air,Test kit,1903,60896.0,32.0,1.6,566.0,3603.93,62.6,On time,
South Africa,Truck,Others,9,137.45,15.27,0.51,,,0.14,On time,India
Haiti,Air,Others,400,624.0,1.56,0.05,41.0,1317.01,0.64,On time,India
Uganda,Air,Tablet,480,17356.8,36.16,0.3,127.0,1400.91,37.42,On time,Others
Others,Air,Test kit,1800,144000.0,80.0,0.8,865.0,13790.1,310.46,On time,Others
South Africa,Truck,Others,11,185.01,16.82,0.56,,,0.23,On time,India
South Africa,Truck,Tablet,869,5923.93,6.82,0.11,,,7.33,On time,Others
Rwanda,Air,Others,559,12532.78,22.42,0.75,46.0,1127.95,24.56,On time,India
"Congo, DRC",Air,Others,3511,17555.0,5.0,5.0,981.0,22892.07,21.72,On time,
Vietnam,Air,Tablet,7245,23546.25,3.25,0.11,622.0,1226.11,29.13,On time,India
South Africa,Truck,Tablet,912,12596.09,13.81,0.46,,,14.83,On time,India
Mozambique,Air,Test kit,4200,134400.0,32.0,1.6,1650.0,23167.84,263.42,On time,
Others,Air,Test kit,30,10500.0,350.0,3.5,75.0,1406.75,12.99,On time,
Vietnam,Air,Tablet,7078,430483.96,60.82,0.51,1724.0,5248.47,603.54,On time,Others
Côte d'Ivoire,Air,Tablet - FDC,2688,86016.0,32.0,0.53,421.0,4022.89,168.59,On time,Others
South Africa,Truck,Tablet,52,343.51,6.61,0.11,,,0.35,On time,India
Côte d'Ivoire,Ocean,Tablet,22600,678000.0,30.0,0.25,5734.0,24624.0,950.56,On time,India
Kenya,Air,Test kit,9475,189500.0,20.0,0.8,3158.0,24172.01,371.42,On time,Others
Uganda,Air,Tablet,111,3996.0,36.0,0.3,24.0,330.0,5.6,On time,Others
South Africa,Truck,Tablet,1,19.05,19.05,0.64,,,0.04,On time,India
South Africa,Truck,Tablet,1,47.13,47.13,0.79,,,0.05,On time,Others
Vietnam,Air,Tablet - FDC,17760,177600.0,10.0,0.33,2516.0,3809.94,209.04,On time,India
"Congo, DRC",Air,Test kit,2229,178320.0,80.0,0.8,,,220.58,On time,
South Sudan,Air,Others,20,160.0,8.0,0.08,,,0.19,On time,
Vietnam,Air,Tablet,1836,111665.52,60.82,0.51,439.0,958.85,138.13,On time,Others
Uganda,Air,Others,150,4623.0,30.82,0.1,170.0,2265.89,5.44,On time,Others
South Africa,Ocean,Tablet,136980,589014.0,4.3,0.14,10832.0,10283.25,971.87,On time,India
Côte d'Ivoire,Air,Tablet,350,2397.5,6.85,0.11,56.0,1726.5,2.97,On time,Others
South Africa,Truck,Others,257,7465.87,29.05,0.32,,,9.24,On time,India
South Africa,Ocean,Tablet,86843,577505.95,6.65,0.22,8106.0,10748.78,952.88,On time,India
South Africa,Truck,Tablet,138,1261.73,9.14,0.15,,,1.3,On time,India
Zambia,Air,Tablet,20000,43000.0,2.15,0.04,980.0,6020.81,44.2,On time,India
Others,Air,Tablet,1080,2160.0,2.0,0.07,,,2.54,On time,India
South Africa,Truck,Others,17,242.61,14.27,0.48,,,0.3,On time,India
Others,Air,Tablet,2000,14000.0,7.0,0.23,111.0,1254.61,30.18,On time,Others
Rwanda,Air,Others,252,7766.64,30.82,0.1,316.0,2905.84,9.14,On time,Others
Mozambique,Air,Others,392,37017.53,94.43,0.35,202.0,2191.21,72.55,On time,Others
Vietnam,Air,Tablet - FDC,14663,118770.3,8.1,0.13,,,139.79,On time,Others
Vietnam,Air,Tablet,2520,6048.0,2.4,0.04,,,11.85,On time,India
Haiti,Ocean,Tablet - FDC,19776,100857.6,5.1,0.17,2122.0,9272.18,141.4,On time,India
Others,Air,Test kit,154,12320.0,80.0,0.8,60.0,1619.3,15.24,On time,
South Africa,Truck,Tablet,3,106.26,35.42,0.3,,,0.11,On time,Others
Vietnam,Air,Others,691,1451.1,2.1,0.01,,,1.8,On time,India
Vietnam,Air,Tablet,4872,36540.0,7.5,0.25,,,71.62,On time,Others
South Africa,Truck,Tablet,11,274.5,24.95,0.42,,,0.28,On time,India
Nigeria,Air,Test kit,3023,269047.0,89.0,0.89,1221.0,19891.2,332.81,On time,
Zimbabwe,Air,Others,1014,7098.0,7.0,0.12,247.0,3584.08,8.78,On time,Others
Others,Air,Tablet - FDC,38707,314687.91,8.13,0.14,4926.0,40227.6,389.27,On time,India
Others,Air,Others,153,765.0,5.0,0.05,,,0.79,On time,
Haiti,Ocean,Tablet,2610,32598.9,12.49,0.21,,,45.7,On time,Others
Rwanda,Air,Test kit,250,8000.0,32.0,1.6,88.0,3997.31,15.68,On time,
Rwanda,Air,Tablet,427,8253.91,19.33,0.32,62.0,1060.35,16.18,On time,India
South Africa,Truck,Tablet,3,74.86,24.95,0.42,,,0.08,On time,India
Others,Air,Test kit,260,23140.0,89.0,0.89,119.0,2742.83,49.89,On time,Others
Tanzania,Air,Test kit,2744,219520.0,80.0,0.8,1186.0,22067.21,307.77,On time,
Vietnam,Air,Tablet,249,3956.61,15.89,0.26,,,8.53,On time,Others
Others,Air,Test kit,5000,400000.0,80.0,0.8,1238.0,46044.38,494.8,On time,
Vietnam,Air,Tablet,400,9304.0,23.26,0.78,52.0,379.77,9.56,On time,Others
Others,Air,Others,15,465.0,31.0,15.5,1.0,650.97,1.0,On time,
Haiti,Ocean,Tablet - FDC,56500,579125.0,10.25,0.34,7324.0,10500.29,595.34,On time,India
South Africa,Truck,Others,71,235.46,3.32,0.11,,,0.29,On time,India
Others,Air,Tablet,3393,73967.4,21.8,0.18,901.0,7326.63,76.04,On time,India
South Africa,Truck,Others,21,357.91,17.04,0.19,,,0.37,On time,India
Uganda,Air,Tablet,454,30236.4,66.6,0.55,79.0,281.94,37.4,On time,Others
Ethiopia,Air,Test kit,4000,98000.0,24.5,24.5,2764.0,40716.16,115.35,On time,Others
Côte d'Ivoire,Air,Test kit,2155,62495.0,29.0,1.45,622.0,7727.12,87.62,On time,
Others,Air,Test kit,39,3120.0,80.0,0.8,17.0,514.52,3.21,On time,
Côte d'Ivoire,Air,Tablet,16800,517776.0,30.82,0.26,4213.0,27376.29,854.33,On time,Others
Tanzania,Air,Tablet - FDC,80516,652179.6,8.1,0.13,11646.0,50445.73,806.75,On time,India
South Africa,Truck,Tablet,300,6758.47,22.53,0.38,,,13.25,On time,India
South Africa,Truck,Tablet,632,10473.05,16.57,0.55,,,12.96,On time,India
Vietnam,Air,Tablet,683,8366.75,12.25,0.2,,,10.35,On time,India
Haiti,Air,Tablet,300,2712.0,9.04,0.15,37.0,971.8,5.85,On time,Others
Nigeria,Air,Test kit,6133,545837.0,89.0,0.89,2483.0,31306.65,561.12,On time,
Côte d'Ivoire,Air,Tablet,1270,28575.0,22.5,0.75,,,40.06,On time,Others
Zimbabwe,Air,Others,6914,213089.48,30.82,0.1,6090.0,41141.5,250.81,On time,Others
South Sudan,Air,Test kit,18,576.0,32.0,1.6,,,0.71,On time,
Tanzania,Air,Test kit,252,8064.0,32.0,1.6,82.0,1353.35,8.29,On time,
"Congo, DRC",Air,Test kit,90,2880.0,32.0,1.6,,,2.96,On time,
South Sudan,Air,Test kit,125,4000.0,32.0,1.6,41.0,1441.21,4.95,On time,
South Africa,Truck,Others,60,1561.82,26.03,0.29,,,1.93,On time,India
Kenya,Air,Test kit,20000,640000.0,32.0,1.6,6568.0,41300.11,897.28,On time,
Uganda,Air,Test kit,2850,78660.0,27.6,0.92,318.0,4604.83,97.3,On time,
Haiti,Air,Others,28,1400.0,50.0,0.28,7.0,290.0,3.02,On time,Others
Tanzania,Air,Test kit,2744,219520.0,80.0,0.8,1303.0,22317.25,307.77,On time,
South Africa,Air,Tablet,333334,856668.38,2.57,0.04,16496.0,25285.11,1846.98,On time,India
Uganda,Air,Test kit,800,22080.0,27.6,0.92,86.0,798.43,22.7,On time,
Nigeria,Air,Test kit,3040,270560.0,89.0,0.89,1235.0,13383.47,334.68,Delayed,
Mozambique,Air,Test kit,6000,480000.0,80.0,0.8,2862.0,52239.49,672.96,On time,
South Africa,Ocean,Tablet,113020,485986.0,4.3,0.14,8826.0,7609.7,801.88,On time,India
South Africa,Ocean,Tablet,65072,186756.64,2.87,0.05,4194.0,17278.96,402.65,On time,India
Côte d'Ivoire,Air,Others,6500,8125.0,1.25,0.04,406.0,4837.38,10.05,On time,India
Haiti,Ocean,Tablet - FDC,47970,676377.0,14.1,0.47,5438.0,23708.81,948.28,On time,Others
Côte d'Ivoire,Air,Others,340,10478.8,30.82,0.1,336.0,3899.33,12.96,On time,Others
Côte d'Ivoire,Air,Test kit,400,8200.0,20.5,0.82,125.0,2033.62,8.43,On time,Others
Others,Air,Others,150,6843.0,45.62,0.76,,,11.29,On time,Others
Vietnam,Air,Tablet,15881,52407.3,3.3,0.11,,,73.48,On time,India
Côte d'Ivoire,Air,Test kit,167,4843.0,29.0,1.45,50.0,1128.74,7.99,On time,
Others,Air,Tablet - FDC,2910,13444.2,4.62,0.15,352.0,2429.39,13.82,On time,India
"Congo, DRC",Air,Others,2407,12035.0,5.0,5.0,,,14.89,On time,
Others,Air,Test kit,120,9600.0,80.0,0.8,55.0,846.69,9.87,On time,
Côte d'Ivoire,Air,Test kit,1800,43200.0,24.0,0.8,560.0,5180.34,84.67,On time,Others
Haiti,Air,Test kit,360,8280.0,23.0,23.0,261.0,3135.97,17.85,On time,Others
South Africa,Ocean,Others,48264,97493.28,2.02,0.01,17436.0,10446.36,210.2,On time,India
Others,Air,Test kit,1600,39200.0,24.5,24.5,1111.0,8542.94,54.96,On time,Others
Rwanda,Air,Test kit,5000,388500.0,77.7,0.78,1134.0,50550.58,837.61,On time,Others
Nigeria,Air,Others,2500,132000.0,52.8,0.07,1746.0,11216.78,185.06,On time,Others
Nigeria,Air,Test kit,2835,252315.0,89.0,0.89,1352.0,30726.22,353.75,On time,
Mozambique,Air,Tablet,80,5328.0,66.6,1.11,13.0,277.4,5.48,On time,Others
Others,Air,Tablet,121307,266875.4,2.2,0.04,7912.0,62102.07,330.12,On time,India
Vietnam,Air,Tablet - FDC,13736,130492.0,9.5,0.32,,,153.59,On time,India
Others,Air,Test kit,180,12600.0,70.0,0.7,42.0,2863.47,24.7,On time,Others
Haiti,Ocean,Others,300,375.0,1.25,0.01,,,0.46,On time,India
Nigeria,Air,Test kit,3056,271984.0,89.0,0.89,1241.0,20602.3,336.44,Delayed,
Haiti,Air,Test kit,4000,400000.0,100.0,1.0,1624.0,15537.04,411.2,On time,
Nigeria,Air,Test kit,2835,252315.0,89.0,0.89,1352.0,30726.22,353.75,Delayed,
Others,Air,Others,39,195.0,5.0,5.0,,,0.2,On time,
Côte d'Ivoire,Air,Others,340,10478.8,30.82,0.1,336.0,5755.58,12.96,On time,Others
Mozambique,Air,Test kit,2400,76800.0,32.0,1.6,,,165.58,On time,
South Africa,Ocean,Tablet,90273,407131.23,4.51,0.15,,,671.77,On time,India
Uganda,Air,Test kit,2600,83200.0,32.0,1.6,775.0,6164.1,97.93,On time,
Mozambique,Air,Test kit,3094,247520.0,80.0,0.8,1477.0,27686.29,408.41,On time,
Others,Air,Others,4,32.0,8.0,0.08,2.0,1076.15,0.05,On time,
Zimbabwe,Air,Tablet,9253,54962.82,5.94,0.1,1065.0,11368.84,56.5,On time,Others
South Africa,Truck,Others,3,45.74,15.25,0.51,,,0.05,On time,India
Vietnam,Air,Tablet,7700,16632.0,2.16,0.04,,,19.58,On time,India
South Africa,Truck,Tablet,47,3625.9,77.15,1.29,,,4.49,On time,India
"Congo, DRC",Air,Test kit,97,7760.0,80.0,0.8,,,9.13,On time,
Vietnam,Air,Tablet,7000,425740.0,60.82,0.51,1714.0,4881.42,437.66,On time,Others
Haiti,Air,Tablet - FDC,384,956.16,2.49,0.04,30.0,1180.73,1.18,On time,India
Kenya,Air,Test kit,7243,644627.0,89.0,0.89,1247.0,13765.81,1389.82,On time,Others
Mozambique,Air,Test kit,4200,134400.0,32.0,1.6,1462.0,23097.81,263.42,On time,
Nigeria,Air,Test kit,2128,189392.0,89.0,0.89,1022.0,23826.25,312.5,Delayed,Others
Rwanda,Air,Tablet - FDC,14000,203000.0,14.5,0.48,1428.0,9061.84,251.11,On time,India
Uganda,Air,Tablet - FDC,39449,319536.9,8.1,0.13,5714.0,20416.03,395.27,On time,India
Côte d'Ivoire,Air,Others,680,26084.8,38.36,0.11,1299.0,9689.81,51.13,On time,Others
Uganda,Air,Others,252,504.0,2.0,0.07,9.0,1026.15,0.62,On time,India
Haiti,Air,Others,610,18800.2,30.82,0.1,708.0,3428.37,19.33,On time,Others
"Congo, DRC",Air,Test kit,3125,250000.0,80.0,0.8,1581.0,40965.77,257.0,On time,
Uganda,Air,Tablet,579,3966.15,6.85,0.11,103.0,1393.29,4.08,On time,Others
South Africa,Truck,Others,25,474.97,19.0,0.08,,,0.49,On time,India
Haiti,Ocean,Tablet - FDC,19152,88482.24,4.62,0.15,8351.0,6806.86,109.45,On time,India
Guyana,Air,Others,69,154.56,2.24,0.07,,,0.19,On time,India
South Africa,Ocean,Tablet,120,1791.6,14.93,0.25,12.0,160.52,2.96,On time,India
South Sudan,Air,Others,100,800.0,8.0,0.08,,,0.94,On time,
Guyana,Air,Test kit,25,725.0,29.0,1.45,7.0,130.0,0.9,On time,
Haiti,Air,Others,28,1400.0,50.0,0.28,7.0,290.0,2.31,On time,Others
Uganda,Air,Test kit,2388,74028.0,31.0,1.55,740.0,5718.39,76.1,On time,
Haiti,Ocean,Tablet - FDC,39600,415800.0,10.5,0.35,5986.0,2549.52,514.34,On time,India
Nigeria,Air,Tablet,10717,192906.0,18.0,0.6,1400.0,11732.9,198.31,On time,India
"Congo, DRC",Air,Others,3438,17190.0,5.0,5.0,,,17.67,On time,
South Africa,Air,Tablet,85111,246821.9,2.9,0.05,5437.0,9205.05,532.15,On time,India
Ethiopia,Air,Test kit,360,11700.0,32.5,1.62,112.0,1414.69,13.77,On time,
South Africa,Truck,Others,27,1611.22,59.67,0.22,,,1.66,On time,Others
Nigeria,Air,Test kit,2744,244216.0,89.0,0.89,1186.0,24927.19,342.39,On time,
"Congo, DRC",Air,Test kit,32,1024.0,32.0,1.6,,,1.05,On time,
Vietnam,Air,Tablet,3434,208855.88,60.82,0.51,826.0,3315.82,258.35,On time,Others
Others,Air,Tablet - FDC,9073,35838.35,3.95,0.07,437.0,4659.75,36.84,On time,Others
South Sudan,Air,Test kit,125,4000.0,32.0,1.6,40.0,1412.9,4.95,On time,
Nigeria,Air,Test kit,9330,830370.0,89.0,0.89,3787.0,61637.1,1027.17,Delivered Early,
Haiti,Air,Tablet,3905,78100.0,20.0,0.67,,,96.61,On time,Others
Rwanda,Air,Tablet,1305,10061.55,7.71,0.13,150.0,2682.48,16.6,On time,Others
Vietnam,Air,Tablet,3000,6480.0,2.16,0.04,,,7.63,On time,India
South Africa,Truck,Others,40,544.11,13.6,0.14,,,1.17,On time,Others
Haiti,Air,Tablet,740,27750.0,37.5,0.31,183.0,2418.62,59.83,On time,India
Nigeria,Air,Test kit,3076,273764.0,89.0,0.89,1249.0,20705.23,338.65,Delayed,
Vietnam,Air,Tablet - FDC,14016,147168.0,10.5,0.35,1955.0,6194.69,151.29,Delayed,India
Zimbabwe,Air,Tablet,14322,85072.68,5.94,0.1,,,100.13,On time,Others
Kenya,Air,Test kit,385,12320.0,32.0,1.6,129.0,2039.73,20.33,On time,
Guyana,Air,Others,23,1398.86,60.82,0.2,53.0,926.13,1.44,On time,Others
Guyana,Air,Test kit,655,65500.0,100.0,1.0,2.0,5110.28,81.02,On time,
Others,Air,Test kit,20,7000.0,350.0,3.5,48.0,1681.44,13.72,On time,Others
"Congo, DRC",Air,Test kit,73,2336.0,32.0,1.6,,,2.4,On time,
South Africa,Ocean,Others,40040,82482.4,2.06,0.01,,,136.1,Delivered Early,India
Others,Air,Others,164,147.6,0.9,0.9,,,0.24,On time,Others
Vietnam,Air,Tablet - FDC,11623,81361.0,7.0,0.12,,,100.64,On time,India
Tanzania,Air,Test kit,670,21440.0,32.0,1.6,234.0,3163.87,42.02,On time,
Zimbabwe,Air,Test kit,1800,144000.0,80.0,0.8,885.0,17806.34,237.6,On time,
Rwanda,Air,Test kit,7500,582750.0,77.7,0.78,1703.0,25501.1,961.54,On time,Others
Ethiopia,Air,Test kit,7527,184411.5,24.5,24.5,5020.0,78813.53,189.58,On time,Others
Others,Air,Test kit,15,480.0,32.0,1.6,5.0,572.55,0.59,On time,
Haiti,Air,Others,240,4401.6,18.34,0.61,12.0,450.0,7.26,On time,Others
Nigeria,Air,Test kit,2520,224280.0,89.0,0.89,1201.0,28669.23,370.06,On time,Others
Vietnam,Air,Tablet,8000,28400.0,3.55,0.12,,,29.2,On time,India
Others,Air,Tablet - FDC,32190,261704.7,8.13,0.14,4093.0,34441.93,323.73,On time,India
South Africa,Truck,Tablet,783,7639.77,9.76,0.16,,,9.45,On time,India
Ethiopia,Air,Test kit,167,5344.0,32.0,1.6,60.0,911.32,7.49,On time,
Nigeria,Air,Test kit,1750,140000.0,80.0,0.8,842.0,14829.77,301.84,Delayed,Others
South Africa,Truck,Others,2,46.9,23.45,0.08,,,0.06,On time,Others
Tanzania,Air,Tablet - FDC,53239,431235.9,8.1,0.13,7696.0,33442.63,533.44,On time,India
Haiti,Air,Others,240,4800.0,20.0,0.67,19.0,971.7,5.94,On time,India
South Africa,Ocean,Tablet,96224,413763.2,4.3,0.14,7556.0,9582.53,682.71,On time,India
South Africa,Truck,Tablet,35,2301.31,65.75,1.1,,,2.37,On time,Others
Ethiopia,Air,Others,750,15000.0,20.0,0.67,,,32.34,On time,India
South Africa,Truck,Tablet,300,6676.17,22.25,0.37,,,14.39,On time,India
Zimbabwe,Air,Others,1500,46230.0,30.82,0.1,1374.0,9299.26,64.81,On time,Others
Zambia,Air,Test kit,6900,220800.0,32.0,1.6,2262.0,27038.58,273.13,On time,
South Africa,Truck,Tablet,45,281.2,6.25,0.1,,,0.35,On time,Others
Nigeria,Air,Test kit,3067,272963.0,89.0,0.89,1228.0,13325.65,337.66,On time,
Others,Air,Test kit,345,9522.0,27.6,0.92,37.0,946.77,9.79,On time,
South Africa,Truck,Others,171,4623.54,27.04,0.11,,,5.72,On time,India
Côte d'Ivoire,Air,Test kit,3700,75850.0,20.5,0.82,1281.0,13222.33,77.97,On time,Others
Vietnam,Air,Tablet,326,7582.76,23.26,0.78,34.0,404.78,10.63,On time,Others
South Africa,Ocean,Others,10000,92800.0,9.28,0.04,3853.0,4228.61,153.12,On time,Others
South Africa,Truck,Tablet,43,822.19,19.12,0.64,,,0.85,On time,Others
South Africa,Ocean,Tablet,70,315.7,4.51,0.15,6.0,9951.38,0.52,Delayed,India
Tanzania,Air,Test kit,3015,0.0,0.0,0.0,1249.0,20906.77,0.0,Delivered Early,
Haiti,Air,Others,192,2417.28,12.59,0.06,,,5.21,On time,Others
Tanzania,Air,Tablet,9007,325693.12,36.16,0.3,2020.0,9169.63,702.19,On time,Others
Vietnam,Air,Tablet,2856,21420.0,7.5,0.25,,,46.18,On time,Others
Others,Air,Others,10,250.0,25.0,8.33,6.0,402.42,0.49,On time,Others
Mozambique,Air,Others,81,405.0,5.0,5.0,,,0.57,On time,
Tanzania,Air,Tablet,28800,74880.0,2.6,0.04,3396.0,16416.58,161.44,On time,India
South Africa,Truck,Others,60,2433.47,40.56,0.14,,,5.25,On time,Others
Ethiopia,Air,Test kit,44,1276.0,29.0,1.45,15.0,529.4,1.79,On time,
South Africa,Truck,Others,4,88.27,22.07,0.07,,,0.09,On time,Others
Others,Air,Test kit,750,24000.0,32.0,1.6,265.0,2906.31,47.04,On time,
Tanzania,Air,Tablet,20000,221800.0,11.09,0.18,2069.0,9716.76,228.01,On time,Others
Guyana,Air,Test kit,19,551.0,29.0,1.45,5.0,296.52,0.77,On time,
South Africa,Truck,Tablet,2906,54302.12,18.69,0.62,,,67.17,On time,India
Côte d'Ivoire,Air,Tablet,28000,862960.0,30.82,0.26,7025.0,46002.44,1423.88,On time,Others
Uganda,Air,Tablet - FDC,100440,481107.6,4.79,0.16,,,674.51,On time,India
Haiti,Air,Tablet - FDC,5500,77550.0,14.1,0.47,647.0,4877.34,108.73,On time,Others
